time, voltage,x
0.137769222,1.457142857,0.027
0.137769938,1.603663004,0.027
0.137770414,1.710622711,0.027
0.137770891,1.764102564,0.027
0.138927698,1.746520147,0.027
0.138929367,1.649084249,0.027
0.138930321,1.5003663,0.027
0.138930798,1.378754579,0.027
0.138931274,1.242490842,0.027
0.140066385,1.235164835,0.027
0.140069246,1.279120879,0.027
0.140070677,1.373626374,0.027
0.140071869,1.520879121,0.027
0.140073061,1.662271062,0.027
0.140074492,1.747252747,0.027
0.141215324,1.774358974,0.027
0.141217232,1.704029304,0.027
0.141217947,1.582417582,0.027
0.141218424,1.438827839,0.027
0.141218901,1.319413919,0.027
0.141219616,1.245421245,0.027
0.141269207,1.257142857,0.027
0.141269922,1.276190476,0.027
0.141270399,1.416849817,0.027
0.141271114,1.594139194,0.027
0.14127183,1.710622711,0.027
0.141272545,1.745054945,0.027
0.142402411,1.736996337,0.027
0.142404318,1.654212454,0.027
0.142404795,1.517948718,0.027
0.14240551,1.38021978,0.027
0.142405987,1.265934066,0.027
0.143537045,1.208791209,0.027
0.143538713,1.256410256,0.027
0.14353919,1.366300366,0.027
0.143539906,1.502564103,0.027
0.143540382,1.621245421,0.027
0.143540859,1.734065934,0.027
0.144670963,1.767032967,0.027
0.144672632,1.714285714,0.027
0.144673109,1.599267399,0.027
0.144674063,1.424175824,0.027
0.14467454,1.312087912,0.027
0.144675016,1.224908425,0.027
0.147796869,1.225641026,0.027
0.1477983,1.293040293,0.027
0.147799015,1.419047619,0.027
0.147799492,1.608791209,0.027
0.147799969,1.654212454,0.027
0.147800446,1.772161172,0.027
0.147872925,1.767032967,0.027
0.14787364,1.688644689,0.027
0.147874117,1.551648352,0.027
0.147874832,1.395604396,0.027
0.147875786,1.281318681,0.027
0.147876263,1.230769231,0.027
0.14787674,1.237362637,0.027
0.147877216,1.341391941,0.027
0.147877932,1.481318681,0.027
0.147878408,1.622710623,0.027
0.147878885,1.710622711,0.027
0.149120092,1.747985348,0.027
0.149121761,1.714285714,0.027
0.149122238,1.633699634,0.027
0.149122953,1.495970696,0.027
0.149123669,1.347985348,0.027
0.149124622,1.252014652,0.027
0.150271416,1.224908425,0.027
0.150273323,1.272527473,0.027
0.1502738,1.394139194,0.027
0.150274277,1.534065934,0.027
0.150274992,1.671062271,0.027
0.150275469,1.754578755,0.027
0.151427746,1.79047619,0.027
0.151429415,1.6996337,0.027
0.15143013,1.575091575,0.027
0.151430845,1.4,0.027
